Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,600,24000,96000,Online
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,600,15000,52500,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,70,600,42000,147000,Online
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,60,600,36000,144000,In-store
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,45,600,27000,108000,In-store
Kohl's,1185732,12/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,65,600,39000,136500,In-store
Kohl's,1185732,6/8/2021,Northeast,New Jersey,Newark,Men's Street Footwear,50,600,30000,105000,In-store
Kohl's,1185732,8/7/2021,Northeast,New Jersey,Newark,Men's Street Footwear,50,600,30000,105000,In-store
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,55,600,33000,99000,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,70,600,42000,189000,In-store
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Men's Street Footwear,50,600,30000,120000,In-store
Sports Direct,1185732,11/3/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,40,595,23800,95200,Online
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,595,23800,95200,Online
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,60,595,35700,142800,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,595,38675,154700,In-store
Walmart,1197831,9/15/2020,South,Texas,Houston,Men's Apparel,45,575,25875,77630,Outlet
West Gear,1128299,11/5/2020,West,California,San Francisco,Men's Apparel,55,575,31625,158130,Outlet
West Gear,1128299,11/10/2020,West,California,San Francisco,Women's Athletic Footwear,50,575,28750,86250,Outlet
West Gear,1128299,1/10/2021,West,California,San Francisco,Men's Apparel,65,575,37375,205560,Outlet
Foot Locker,1185732,7/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,575,28750,115000,Outlet
Sports Direct,1197831,9/19/2021,South,Texas,Dallas,Women's Athletic Footwear,45,575,25875,129380,Outlet
Sports Direct,1197831,9/20/2021,South,Texas,Dallas,Men's Apparel,50,575,28750,100630,Outlet
Sports Direct,1197831,10/6/2021,South,Texas,Dallas,Women's Street Footwear,45,575,25875,103500,Outlet
Sports Direct,1197831,10/9/2021,South,Texas,Dallas,Women's Apparel,50,575,28750,158130,Outlet
Sports Direct,1197831,10/19/2021,South,Texas,Dallas,Women's Athletic Footwear,65,575,37375,186880,Outlet
West Gear,1128299,3/3/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,575,34500,120750,In-store
West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,575,37375,74750,In-store
West Gear,1128299,4/15/2020,West,Colorado,Denver,Men's Athletic Footwear,65,575,37375,130810,In-store
West Gear,1128299,4/16/2020,West,Colorado,Denver,Women's Street Footwear,65,575,37375,186880,In-store
West Gear,1128299,4/22/2020,West,Colorado,Denver,Women's Street Footwear,70,575,40250,181130,In-store
West Gear,1128299,5/14/2020,West,Colorado,Denver,Men's Street Footwear,55,575,31625,126500,In-store
West Gear,1128299,5/15/2020,West,Colorado,Denver,Men's Athletic Footwear,60,575,34500,86250,In-store
West Gear,1128299,6/7/2020,West,Washington,Seattle,Men's Street Footwear,50,575,28750,86250,In-store
West Gear,1128299,7/5/2020,West,Washington,Seattle,Men's Apparel,85,575,48875,122190,In-store
West Gear,1128299,7/6/2020,West,Washington,Seattle,Women's Apparel,100,575,57500,115000,In-store
West Gear,1128299,7/10/2020,West,Washington,Seattle,Women's Athletic Footwear,75,575,43125,129380,In-store
West Gear,1128299,7/11/2020,West,Washington,Seattle,Men's Apparel,75,575,43125,107810,In-store
West Gear,1128299,8/5/2020,West,Washington,Seattle,Women's Apparel,95,575,54625,109250,In-store
Kohl's,1189833,1/9/2021,Midwest,Montana,Billings,Men's Street Footwear,35,575,20125,90560,Outlet
Kohl's,1189833,1/15/2021,Midwest,Montana,Billings,Men's Street Footwear,45,575,25875,116440,Outlet
Kohl's,1189833,1/21/2021,Midwest,Montana,Billings,Men's Street Footwear,40,575,23000,103500,Outlet
Kohl's,1189833,2/26/2021,Midwest,Montana,Billings,Men's Street Footwear,40,575,23000,103500,Outlet
Kohl's,1189833,2/27/2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,575,25875,77630,Outlet
Sports Direct,1197831,4/2/2021,South,Tennessee,Knoxville,Women's Apparel,25,575,14375,79060,Outlet
Sports Direct,1197831,4/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,40,575,23000,126500,Outlet
Sports Direct,1197831,5/3/2021,South,Tennessee,Knoxville,Men's Street Footwear,35,575,20125,90560,Outlet
Sports Direct,1197831,5/4/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35,575,20125,90560,Outlet
Sports Direct,1197831,9/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45,575,25875,155250,Outlet
Sports Direct,1197831,9/19/2021,South,Alabama,Birmingham,Men's Athletic Footwear,55,575,31625,158130,Outlet
Sports Direct,1197831,9/23/2021,South,Alabama,Birmingham,Women's Apparel,40,575,23000,149500,Outlet
Sports Direct,1197831,10/2/2021,South,Alabama,Birmingham,Women's Street Footwear,45,575,25875,129380,Outlet
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Street Footwear,55,575,31625,110690,Outlet
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Street Footwear,60,575,34500,103500,Outlet
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Women's Apparel,70,575,40250,181130,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,85,575,48875,146630,In-store
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,65,575,37375,93440,In-store
West Gear,1185732,3/8/2021,Northeast,New York,Albany,Women's Street Footwear,35,575,20125,50310,In-store
West Gear,1185732,3/8/2021,Northeast,New York,Albany,Women's Apparel,45,575,25875,129380,In-store
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,55,575,31625,110690,In-store
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Women's Athletic Footwear,50,575,28750,86250,In-store
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Apparel,65,575,37375,130810,In-store
West Gear,1185732,7/8/2021,Northeast,New York,Albany,Women's Athletic Footwear,55,575,31625,94880,In-store
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Women's Athletic Footwear,45,575,25875,77630,In-store
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Women's Athletic Footwear,50,575,28750,86250,In-store
Kohl's,1185732,12/8/2021,Northeast,New York,Albany,Women's Athletic Footwear,55,575,31625,94880,In-store
Kohl's,1185732,12/8/2021,Northeast,New York,Albany,Men's Apparel,65,575,37375,130810,In-store
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,575,25875,77630,In-store
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Apparel,60,575,34500,86250,In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,45,575,25875,90560,In-store
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Apparel,85,575,48875,146630,In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Women's Apparel,60,575,34500,189750,In-store
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,575,28750,115000,In-store
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,50,575,28750,86250,In-store
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,45,575,25875,77630,In-store
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Women's Apparel,50,575,28750,158130,In-store
Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,40,575,23000,92000,In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,575,20125,80500,In-store
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Women's Apparel,40,575,23000,115000,In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,575,17250,69000,In-store
West Gear,1128299,11/24/2021,West,Oregon,Portland,Men's Street Footwear,45,575,25875,90560,In-store
West Gear,1128299,12/23/2021,West,Oregon,Portland,Women's Apparel,85,575,48875,146630,In-store
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Women's Apparel,65,575,37375,130810,Online
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,85,575,48875,195500,Online
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50,575,28750,115000,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Street Footwear,25,575,14375,50310,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Street Footwear,40,575,23000,92000,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Athletic Footwear,40,575,23000,92000,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,60,575,34500,138000,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Street Footwear,45,575,25875,90560,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50,575,28750,115000,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,575,31625,110690,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,575,40250,100630,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,575,31625,126500,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60,575,34500,138000,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30,575,17250,51750,Online
Sports Direct,1185732,1/6/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30,575,17250,69000,Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,30,575,17250,60380,Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,20,575,11500,46000,Online
Sports Direct,1185732,5/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,40,575,23000,92000,Online
Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,35,575,20125,80500,Online
Amazon,1185732,1/13/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35,575,20125,70440,Online
Amazon,1185732,1/13/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,25,575,14375,57500,Online
Amazon,1185732,1/13/2021,Southeast,North Carolina,Charlotte,Women's Apparel,35,575,20125,100630,Online
Amazon,1185732,7/9/2021,Midwest,Ohio,Columbus,Women's Street Footwear,55,575,31625,126500,Online
Amazon,1185732,8/10/2021,Midwest,Ohio,Columbus,Women's Street Footwear,55,575,31625,126500,Online
Amazon,1185732,9/9/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,50,575,28750,100630,Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Women's Apparel,80,575,46000,230000,Online
West Gear,1185732,12/9/2021,Midwest,Ohio,Columbus,Women's Street Footwear,65,575,37375,149500,Online
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50,575,28750,115000,Online
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Athletic Footwear,60,575,34500,120750,Online
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Women's Apparel,75,575,43125,215630,Online
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Men's Street Footwear,25,575,14375,57500,Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,50,575,28750,115000,Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Street Footwear,40,575,23000,80500,Online
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,40,575,23000,92000,In-store
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,40,575,23000,80500,In-store
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,65,575,37375,149500,In-store
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50,575,28750,100630,In-store
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,55,575,31625,94880,In-store
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,55,575,31625,94880,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,65,575,37375,112130,In-store
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,45,575,25875,116440,In-store
Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,55,575,31625,110690,Outlet
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Street Footwear,65,570,37050,129680,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,570,11400,45600,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,40,570,22800,79800,Online
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,30,570,17100,68400,In-store
Foot Locker,1185732,5/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,55,570,31350,109730,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,570,34200,153900,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,50,570,28500,114000,In-store
Sports Direct,1197831,7/23/2020,South,Texas,Houston,Men's Apparel,40,550,22000,66000,Outlet
Kohl's,1189833,3/10/2021,West,California,San Francisco,Women's Athletic Footwear,45,550,24750,86630,Outlet
Kohl's,1189833,3/22/2021,West,California,Los Angeles,Women's Athletic Footwear,45,550,24750,86630,Outlet
Kohl's,1189833,4/16/2021,West,California,Los Angeles,Women's Athletic Footwear,45,550,24750,86630,Outlet
Foot Locker,1185732,7/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,550,27500,110000,Outlet
Sports Direct,1197831,9/7/2021,South,Texas,Dallas,Women's Athletic Footwear,35,550,19250,86630,Outlet
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,45,550,24750,99000,Outlet
West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,550,33000,132000,Outlet
West Gear,1128299,1/26/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,550,33000,148500,Outlet
West Gear,1128299,2/2/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,550,35750,107250,Outlet
West Gear,1128299,2/3/2020,West,Nevada,Las Vegas,Women's Street Footwear,65,550,35750,160880,Outlet
West Gear,1128299,2/9/2020,West,Nevada,Las Vegas,Women's Street Footwear,65,550,35750,143000,In-store
West Gear,1128299,2/25/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,550,33000,115500,In-store
West Gear,1128299,2/26/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,550,35750,71500,In-store
West Gear,1128299,3/27/2020,West,Colorado,Denver,Men's Street Footwear,40,550,22000,77000,In-store
West Gear,1128299,4/28/2020,West,Colorado,Denver,Women's Street Footwear,70,550,38500,173250,In-store
West Gear,1128299,6/1/2020,West,Washington,Seattle,Men's Street Footwear,40,550,22000,66000,In-store
West Gear,1128299,6/13/2020,West,Washington,Seattle,Men's Street Footwear,70,550,38500,115500,In-store
West Gear,1128299,6/19/2020,West,Washington,Seattle,Men's Street Footwear,60,550,33000,99000,In-store
West Gear,1128299,7/19/2020,West,Washington,Seattle,Men's Street Footwear,60,550,33000,99000,In-store
West Gear,1128299,7/20/2020,West,Washington,Seattle,Men's Athletic Footwear,65,550,35750,89380,In-store
West Gear,1128299,7/30/2020,West,Washington,Seattle,Women's Apparel,95,550,52250,104500,In-store
West Gear,1128299,8/2/2020,West,Washington,Seattle,Women's Street Footwear,80,550,44000,110000,In-store
West Gear,1128299,8/3/2020,West,Washington,Seattle,Women's Athletic Footwear,80,550,44000,132000,In-store
Foot Locker,1185732,11/22/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,550,27500,96250,Outlet
Kohl's,1189833,1/29/2021,Midwest,Montana,Billings,Women's Street Footwear,45,550,24750,111380,Outlet
Kohl's,1189833,2/4/2021,Midwest,Montana,Billings,Women's Street Footwear,45,550,24750,111380,Outlet
Kohl's,1189833,2/20/2021,Midwest,Montana,Billings,Men's Street Footwear,45,550,24750,111380,Outlet
Kohl's,1189833,2/21/2021,Midwest,Montana,Billings,Men's Athletic Footwear,50,550,27500,82500,Outlet
Sports Direct,1197831,4/19/2021,South,Tennessee,Knoxville,Men's Apparel,45,550,24750,99000,Outlet
Sports Direct,1197831,5/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,60,550,33000,181500,Outlet
Foot Locker,1185732,6/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,550,24750,99000,Outlet
Sports Direct,1197831,8/24/2021,South,Alabama,Birmingham,Women's Apparel,20,550,11000,66000,Outlet
Sports Direct,1197831,10/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,65,550,35750,214500,Outlet
Amazon,1185732,11/17/2021,Northeast,Maine,Portland,Men's Street Footwear,55,550,30250,105880,Outlet
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Apparel,85,550,46750,70130,Outlet
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Apparel,100,550,55000,220000,Outlet
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Street Footwear,65,550,35750,89380,Outlet
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,70,550,38500,77000,Outlet
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,50,550,27500,82500,Outlet
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,65,550,35750,107250,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Apparel,55,550,30250,105880,In-store
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,45,550,24750,86630,In-store
West Gear,1185732,2/10/2021,Northeast,New York,Albany,Men's Apparel,55,550,30250,105880,In-store
West Gear,1185732,3/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,45,550,24750,86630,In-store
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Women's Street Footwear,50,550,27500,68750,In-store
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Men's Apparel,55,550,30250,105880,In-store
West Gear,1185732,9/8/2021,Northeast,New York,Albany,Women's Street Footwear,45,550,24750,61880,In-store
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Men's Apparel,65,550,35750,125130,In-store
Kohl's,1185732,2/12/2021,Northeast,New York,Albany,Women's Street Footwear,30,550,16500,57750,In-store
Kohl's,1185732,3/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,30,550,16500,57750,In-store
Kohl's,1185732,3/10/2021,West,Wyoming,Cheyenne,Women's Apparel,40,550,22000,55000,In-store
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Women's Apparel,40,550,22000,55000,In-store
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,22000,77000,In-store
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,22000,77000,In-store
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,45,550,24750,86630,In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,85,550,46750,163630,In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Apparel,80,550,44000,132000,In-store
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,70,550,38500,134750,In-store
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,550,38500,134750,In-store
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,550,19250,77000,In-store
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Street Footwear,25,550,13750,41250,In-store
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Apparel,35,550,19250,105880,In-store
Sports Direct,1185732,2/17/2021,Midwest,Michigan,Detroit,Women's Apparel,35,550,19250,105880,In-store
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Women's Street Footwear,45,550,24750,74250,In-store
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Men's Apparel,60,550,33000,132000,In-store
Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,550,27500,96250,In-store
Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Men's Apparel,60,550,33000,132000,In-store
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Women's Apparel,45,550,24750,123750,In-store
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30,550,16500,57750,In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,550,16500,66000,In-store
West Gear,1128299,7/23/2021,West,Oregon,Portland,Women's Athletic Footwear,85,550,46750,163630,In-store
West Gear,1128299,11/24/2021,West,Oregon,Portland,Women's Apparel,80,550,44000,132000,In-store
West Gear,1128299,12/23/2021,West,Oregon,Portland,Women's Street Footwear,70,550,38500,134750,In-store
West Gear,1128299,12/23/2021,West,Oregon,Portland,Women's Athletic Footwear,70,550,38500,134750,In-store
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Street Footwear,45,550,24750,99000,In-store
West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Apparel,30,550,16500,82500,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Athletic Footwear,50,550,27500,123750,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,45,550,24750,86630,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,550,30250,105880,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,550,33000,132000,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,33000,115500,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,33000,115500,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,50,550,27500,96250,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,55,550,30250,121000,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60,550,33000,115500,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50,550,27500,110000,Online
Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,35,550,19250,77000,Online
Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Men's Apparel,45,550,24750,86630,Online
Amazon,1185732,2/11/2021,Midwest,Ohio,Columbus,Women's Apparel,30,550,16500,82500,Online
Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Women's Apparel,55,550,30250,151250,Online
Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,45,550,24750,86630,Online
Amazon,1185732,7/9/2021,Midwest,Ohio,Columbus,Men's Apparel,65,550,35750,125130,Online
Amazon,1185732,9/9/2021,Midwest,Ohio,Columbus,Women's Apparel,40,550,22000,110000,Online
Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,550,16500,57750,Online
Amazon,1185732,2/22/2021,Midwest,Ohio,Columbus,Men's Street Footwear,40,550,22000,88000,Online
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Women's Apparel,60,550,33000,132000,Online
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Women's Apparel,55,550,30250,121000,Online
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Men's Street Footwear,25,550,13750,55000,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,550,13750,48130,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,50,550,27500,96250,Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50,550,27500,96250,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,50,550,27500,96250,In-store
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,50,550,27500,82500,In-store
West Gear,1185732,6/3/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550,19250,57750,In-store
West Gear,1185732,7/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50,550,27500,82500,In-store
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60,550,33000,99000,In-store
West Gear,1185732,2/10/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550,19250,77000,In-store
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,55,550,30250,121000,In-store
West Gear,1185732,2/17/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,35,550,19250,77000,In-store
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,30,550,16500,66000,In-store
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,35,550,19250,77000,In-store
Sports Direct,1185732,12/6/2021,Northeast,New Jersey,Newark,Men's Street Footwear,60,550,33000,115500,In-store
Sports Direct,1185732,2/5/2021,Northeast,New Jersey,Newark,Men's Street Footwear,40,550,22000,88000,In-store
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50,550,27500,96250,In-store
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50,550,27500,96250,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,50,550,27500,110000,In-store
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,550,35750,143000,Outlet
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Street Footwear,55,545,29975,104910,Outlet
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Women's Street Footwear,50,545,27250,68130,In-store
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,20,545,10900,38150,Online
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,60,545,32700,130800,In-store
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,40,545,21800,76300,In-store
